ROWNO,SITE_ID,SITE_NAME,MSR_DATE,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100 
128277,S03002,갑천,2012-11-14,,,,,,3.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,6.8,339,7.3,6.7,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,
128278,S03003,대청호,2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1.323,0.04,2.6,,,,,,,,,15.9,7.2,115,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
128279,S03004,공주,2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128280,S03005,부여,2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,148,92,,,,,,10.3,7.4,309,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128281,S03006,미호천,2012-11-14,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,,,,,,,,,,,,10.4,7.2,383,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
128282,S03007,장계,2012-11-14,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,1.407,0.009,2.2,,,,,,,,,13.8,7.4,118,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128283,S03008,용담호,2012-11-14,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.386,0.011,2.6,,,,,,,,,15.6,6.9,71,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128284,S03009,현도,2012-11-14,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.524,0.011,,,,,,,,0.043,0.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,7,97,7.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
128285,S03010,옥천천,2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2.979,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,7.5,238,10.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
128286,S03011,이원,2012-11-14,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,2.054,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,7.6,130,12.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
128287,S03012,봉황천,2012-11-14,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,2.822,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,7.1,216,8.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
128288,S03013,남면,2012-11-14,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,3.484,0.069,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,7.3,290,9.7,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
128289,S04001,주암호,2012-11-14,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,0.582,0.014,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,6.8,59,8.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
128290,S04002,나주,2012-11-14,,,,,,2.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,7.3,244,9.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
128291,S04003,서창교,2012-11-14,,,,,,3.3,,,,,,0.1,0,0,0,0.1,0,0,0,0.1,0.2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,6.6,375,5.6,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,
128292,S04004,옥정호,2012-11-14,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,1.152,0.013,3.7,,,,,,,,,14.8,6.9,81,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128297,S02008,창암,2012-11-14,,12.3,7.8,251,10.2,1.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,200,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128298,S02009,다산,2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128834,S04005,용봉,2012-11-14,,,,,,3.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,11.9,,,,,,,,,13.2,6.7,332,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128835,S04006,구례,2012-11-14,,,,,,1.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,7.9,137,11.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
128836,S04007,탐진호,2012-11-14,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,0.701,0.009,0.8,,,,,,,,,13.4,6.9,62,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
128838,S04008,동복호,2012-11-14,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,0.966,0.006,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,6.9,65,8.6,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
128116,S01012,의암호,2012-11-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.449,0.007,,,,,,,,,,10.5,7.3,87,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128117,S01013,신천,2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128118,S01014,충주,2012-11-14,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,1.654,0.003,12.5,,,,,,,,,14.8,7.6,195,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128119,S01015,인제,2012-11-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.742,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,7.2,56,12.6,11.4,,,,,,,,,,,0,,,,,,,,,,,,,,,,
128120,S01016,미산,2012-11-14,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,2.428,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.7,191,13.8,6.8,,,,,,,,,,,0,,,,,,,,,,,,,,,,
128121,S01017,포천,2012-11-14,,,,,,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,7.3,411,10.7,7.9,,,,,,,,,,,0,,,,,,,,,,,,,,,,
128122,S01018,단양,2012-11-14,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,3.069,0.006,,,,,,,,,,8,7.7,231,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128123,S01019,화천,2012-11-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.803,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,7.3,87,10.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
128124,S01020,능서,2012-11-14,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,2.781,0.052,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,7.6,214,7.7,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
128125,S01021,달천,2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128126,S02001,성서,2012-11-14,,,,,,4.1,,,,,,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,,,,,,,,,,,,18.1,6.6,872,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.005,0.028,,,,,,,,,,,,,,,,,,,,,,,
128127,S02003,왜관,2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128128,S02004,강창,2012-11-14,,12.5,7.3,722,12.2,3.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128129,S02006,청암,2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128130,S02007,칠서,2012-11-14,,,,,,1.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,327,224,,,,,,12.7,7.8,276,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127564,S01001,가평,2012-11-14,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,1.769,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,7.1,94,12.3,2.6,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,
127565,S01002,흥천,2012-11-14,,,,,,1.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,7.1,227,10.9,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
127566,S01003,경안천,2012-11-14,,,,,,1.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,8.6,7,276,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127567,S01004,구리,2012-11-14,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,7.5,191,11.9,5.3,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,
127568,S01005,여주,2012-11-14,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,7.9,199,9.5,4.1,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,
127569,S01006,원주,2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127570,S01007,평창강,2012-11-14,,7.2,7.9,135,9.5,1.2,0,,,,,,,,,,,,,,,,,,,,2.804,0.016,,,,,,,,,,7.2,7.9,135,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,,,,,,,,,,,,,,,,
127571,S01009,한탄강,2012-11-14,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,313,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.3,172,11.4,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
127572,S01010,서상,2012-11-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.735,0.008,,,,,,,,,,9.8,7.3,82,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,7.3,82,9.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
128266,S02011,안동,2012-11-14,,,,,,2.7,,,,,,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,,,,,,,,,,,,8.8,7.2,158,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128848,S01011,강천,2012-11-15,,,,,,2.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,7.4,7.3,158,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126174,S02011,안동,2012-11-15,,,,,,2.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,8.8,7.6,161,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128840,S01002,흥천,2012-11-15,,,,,,1.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,7.2,213,11.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
128841,S01003,경안천,2012-11-15,,,,,,1.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,8.1,7,284,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128842,S01004,구리,2012-11-15,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,7.5,177,12,5.1,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,
128843,S01005,여주,2012-11-15,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,8,197,9.7,2.7,,,,,,,,,,,,,,11,,,,,,,,,,,,,
128844,S01006,원주,2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128845,S01007,평창강,2012-11-15,,6.4,7.9,135,9.6,1.3,0,,,,,,,,,,,,,,,,,,,,2.929,0.014,,,,,,,,,,6.4,7.9,135,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,
128846,S01009,한탄강,2012-11-15,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,208,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.3,182,11.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
128847,S01010,서상,2012-11-15,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,1.745,0.009,,,,,,,,,,10.5,7.4,86,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,7.4,86,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
126869,S04006,구례,2012-11-15,,,,,,1.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.722,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,7.5,135,12.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
126870,S04007,탐진호,2012-11-15,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,0.713,0.009,0.9,,,,,,,,,13.3,6.9,62,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
126871,S04008,동복호,2012-11-15,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,0.862,0.006,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,6.9,65,9.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
126904,S04005,용봉,2012-11-15,,,,,,3.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,11,,,,,,,,,13.1,6.7,326,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126175,S02012,해평,2012-11-15,,,,,,3.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8.1,215,10.7,9.5,,,,,0,,,,,,,,,,,,,,,,,,,,,,
126176,S02013,진주,2012-11-15,,,,,,2.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,10.7,7.6,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126177,S02014,풍양,2012-11-15,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,2.601,0.007,,,,,,,,,,7.9,7.8,182,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126178,S02015,칠곡,2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126179,S02017,상동,2012-11-15,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,2.603,0.009,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,7.5,192,10.1,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
126180,S02018,봉화,2012-11-15,,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.586,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,7.4,402,12.4,4.3,0,0,0,0.107,,,,,,,-0.3,,,,,,,,,,,,,,,,
126181,S02019,구미,2012-11-15,,,,,,6,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,6.6,1315,7.1,9.6,0,0,0.003,0.01,,,,,,,,,,0,,,,,,,,,,,,,
126182,S02020,신암,2012-11-15,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,2.262,0.012,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,7.6,195,9.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
126183,S02021,도개,2012-11-15,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,0.008,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,7.7,174,10.1,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
126184,S02022,회상,2012-11-15,,,,,,2.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.106,0.005,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,7.7,188,9.3,7.8,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,
126185,S03002,갑천,2012-11-15,,,,,,2.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,6.9,334,7.9,5.2,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,
126186,S03003,대청호,2012-11-15,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,1.082,0.038,2.8,,,,,,,,,15.8,7.2,115,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
126193,S01012,의암호,2012-11-15,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,1.423,0.006,,,,,,,,,,10.2,7.3,87,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126721,S03004,공주,2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126722,S03005,부여,2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,145,124,,,,,,10,7.3,311,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126723,S03006,미호천,2012-11-15,,,,,,3.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,,,,,,,,,,,,9.8,7.2,357,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,
126724,S03007,장계,2012-11-15,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,1.4,0.009,2.4,,,,,,,,,13.7,7.5,117,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126725,S03008,용담호,2012-11-15,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.362,0.011,2.6,,,,,,,,,15.4,6.9,72,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126726,S03009,현도,2012-11-15,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,1.649,0.011,,,,,,,,0.049,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,7.1,97,7.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
126727,S03010,옥천천,2012-11-15,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,3.085,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,7.5,225,10.6,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
126728,S03011,이원,2012-11-15,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,2.003,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,7.7,129,12.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
126729,S03012,봉황천,2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2.931,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,7.1,220,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126730,S03013,남면,2012-11-15,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,3.343,0.08,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,7.2,274,10,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
126731,S04001,주암호,2012-11-15,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,0.669,0.016,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,6.9,59,8.8,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
126732,S04002,나주,2012-11-15,,,,,,2.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,7.4,252,10,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
126733,S04003,서창교,2012-11-15,,,,,,3.7,,,,,,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,6.7,401,4.5,3.4,,,,,,,,,,,,,,0,,,,,,,,,,,,,
126734,S04004,옥정호,2012-11-15,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,1.107,0.013,4.2,,,,,,,,,14.6,6.9,81,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126157,S01013,신천,2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126158,S01014,충주,2012-11-15,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.989,0.007,12.5,,,,,,,,,14.8,7.5,196,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126159,S01015,인제,2012-11-15,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,1.787,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,7.2,57,12.9,12.4,,,,,,,,,,,0,,,,,,,,,,,,,,,,
126160,S01016,미산,2012-11-15,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,2.52,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.6,208,14.5,4.5,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
126161,S01017,포천,2012-11-15,,,,,,4.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,6.043,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,7.3,462,10.6,7.4,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
126162,S01018,단양,2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,0.006,,,,,,,,,,7.8,7.6,229,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126163,S01019,화천,2012-11-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.743,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,7.3,88,10.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
126164,S01020,능서,2012-11-15,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,2.869,0.06,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,7.6,215,7.8,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
126165,S01021,달천,2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
